APPLICATION_NAME,RESOLUTION_CODE,RESOLUTION,TICKET_NO,OPEN_DATE,END_STATE_DATE_NEXT_BUSINESS_DATE,CLOSED_DATE,PRIORITY,RESPOND_SLA,ASSIGNEE_NAME,BRIEF_DESCRIPTION,DURATION,WORKNOTE,PRODUCT_TYPE,TYPE,APPLICATION_NAME_MASKED,ASSIGNEE_NAME_MASKED
Patient Insights,,,INC03204477,2026-01-22 2:07,2026-03-11 20:10,,4 - Low,MADE,SURESB06,Patient Insights | Data Issue | FAL -Zavzpret Overall days to be insured and Claims Issue - CLARITAS,3 Hours 13 Minutes,"2026-04-03 04:26:06 - Bhargavi Suresh (Additional comments)
From: Suresh, Bhargavi (Contractor) 
Sent: Friday, April 3, 2026 1:51 PM
To: Horansky, Ben <Benjamin.Horansky@pfizer.com>
Cc: Guild, Leela LB <Leela.Guild@pfizer.com>; Espinosa, Mely <Melinda.Espinosa@pfizer.com>; Shaji, Genuine <Genuine.Shaji@pfizer.com>; Arora,Aradhana (Contractor) <Aradhana.Arora@pfizer.com>; SK, Ramya (Contractor) <Ramya.SK@pfizer.com>; Kumar Paramasivam, Manoj (Contractor) <Manoj.KumarParamasivam@pfizer.com>; Gundanna, Punya (Contractor) <Punya.Gundanna@pfizer.com>; Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>; Polisetty, Anuradha (Contractor) <Anuradha.Polisetty@pfizer.com>; Sathish Kumar, Arjunan (Contractor) <Arjunan.SathishKumar@Pfizer.com>; Kittumani, Prakash (Contractor) <Prakash.Kittumani@pfizer.com>
Subject: RE: Patient Insights | INC03204477 | Engagement Analytics -Zavzpret

Hi @Horansky, Ben,


This is to update you that we had a discussion call with the Claritas team and the GMFT team. As agreed during the call, the Claritas team will share the required file on Monday during EST hours.
Once the file is received, we will proceed with processing it in the DEV environment and perform the necessary data validation and testing to ensure accuracy.


Thanks & Regards,
Bhargavi
Patient Insights
Pfizer - Revenue Management
Bhargavi.Suresh@pfizer.com
 

From: Suresh, Bhargavi (Contractor) 
Sent: Wednesday, April 1, 2026 1:23 PM
To: Horansky, Ben <Benjamin.Horansky@pfizer.com>
Cc: Guild, Leela LB <Leela.Guild@pfizer.com>; Espinosa, Mely <Melinda.Espinosa@pfizer.com>; Shaji, Genuine <Genuine.Shaji@pfizer.com>; Arora,Aradhana (Contractor) <Aradhana.Arora@pfizer.com>; SK, Ramya (Contractor) <Ramya.SK@pfizer.com>; Kumar Paramasivam, Manoj (Contractor) <Manoj.KumarParamasivam@pfizer.com>; Gundanna, Punya (Contractor) <Punya.Gundanna@pfizer.com>; Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>; Polisetty, Anuradha (Contractor) <Anuradha.Polisetty@pfizer.com>; Sathish Kumar, Arju",,,App_001,User_005
Patient Insights,,,INC03204477,2026-01-22 2:07,2026-03-12 18:13,,4 - Low,MADE,SURESB06,Patient Insights | Data Issue | FAL -Zavzpret Overall days to be insured and Claims Issue - CLARITAS,22 Hours 2 Minutes,"2026-04-03 04:26:06 - Bhargavi Suresh (Additional comments)
From: Suresh, Bhargavi (Contractor) 
Sent: Friday, April 3, 2026 1:51 PM
To: Horansky, Ben <Benjamin.Horansky@pfizer.com>
Cc: Guild, Leela LB <Leela.Guild@pfizer.com>; Espinosa, Mely <Melinda.Espinosa@pfizer.com>; Shaji, Genuine <Genuine.Shaji@pfizer.com>; Arora,Aradhana (Contractor) <Aradhana.Arora@pfizer.com>; SK, Ramya (Contractor) <Ramya.SK@pfizer.com>; Kumar Paramasivam, Manoj (Contractor) <Manoj.KumarParamasivam@pfizer.com>; Gundanna, Punya (Contractor) <Punya.Gundanna@pfizer.com>; Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>; Polisetty, Anuradha (Contractor) <Anuradha.Polisetty@pfizer.com>; Sathish Kumar, Arjunan (Contractor) <Arjunan.SathishKumar@Pfizer.com>; Kittumani, Prakash (Contractor) <Prakash.Kittumani@pfizer.com>
Subject: RE: Patient Insights | INC03204477 | Engagement Analytics -Zavzpret

Hi @Horansky, Ben,


This is to update you that we had a discussion call with the Claritas team and the GMFT team. As agreed during the call, the Claritas team will share the required file on Monday during EST hours.
Once the file is received, we will proceed with processing it in the DEV environment and perform the necessary data validation and testing to ensure accuracy.


Thanks & Regards,
Bhargavi
Patient Insights
Pfizer - Revenue Management
Bhargavi.Suresh@pfizer.com
 

From: Suresh, Bhargavi (Contractor) 
Sent: Wednesday, April 1, 2026 1:23 PM
To: Horansky, Ben <Benjamin.Horansky@pfizer.com>
Cc: Guild, Leela LB <Leela.Guild@pfizer.com>; Espinosa, Mely <Melinda.Espinosa@pfizer.com>; Shaji, Genuine <Genuine.Shaji@pfizer.com>; Arora,Aradhana (Contractor) <Aradhana.Arora@pfizer.com>; SK, Ramya (Contractor) <Ramya.SK@pfizer.com>; Kumar Paramasivam, Manoj (Contractor) <Manoj.KumarParamasivam@pfizer.com>; Gundanna, Punya (Contractor) <Punya.Gundanna@pfizer.com>; Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>; Polisetty, Anuradha (Contractor) <Anuradha.Polisetty@pfizer.com>; Sathish Kumar, Arju",,,App_001,User_005
Patient Insights,,,INC03204477,2026-01-22 2:07,2026-03-24 11:30,,4 - Low,MADE,SURESB06,Patient Insights | Data Issue | FAL -Zavzpret Overall days to be insured and Claims Issue - CLARITAS,17 Hours 43 Minutes,"2026-04-03 04:26:06 - Bhargavi Suresh (Additional comments)
From: Suresh, Bhargavi (Contractor) 
Sent: Friday, April 3, 2026 1:51 PM
To: Horansky, Ben <Benjamin.Horansky@pfizer.com>
Cc: Guild, Leela LB <Leela.Guild@pfizer.com>; Espinosa, Mely <Melinda.Espinosa@pfizer.com>; Shaji, Genuine <Genuine.Shaji@pfizer.com>; Arora,Aradhana (Contractor) <Aradhana.Arora@pfizer.com>; SK, Ramya (Contractor) <Ramya.SK@pfizer.com>; Kumar Paramasivam, Manoj (Contractor) <Manoj.KumarParamasivam@pfizer.com>; Gundanna, Punya (Contractor) <Punya.Gundanna@pfizer.com>; Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>; Polisetty, Anuradha (Contractor) <Anuradha.Polisetty@pfizer.com>; Sathish Kumar, Arjunan (Contractor) <Arjunan.SathishKumar@Pfizer.com>; Kittumani, Prakash (Contractor) <Prakash.Kittumani@pfizer.com>
Subject: RE: Patient Insights | INC03204477 | Engagement Analytics -Zavzpret

Hi @Horansky, Ben,


This is to update you that we had a discussion call with the Claritas team and the GMFT team. As agreed during the call, the Claritas team will share the required file on Monday during EST hours.
Once the file is received, we will proceed with processing it in the DEV environment and perform the necessary data validation and testing to ensure accuracy.


Thanks & Regards,
Bhargavi
Patient Insights
Pfizer - Revenue Management
Bhargavi.Suresh@pfizer.com
 

From: Suresh, Bhargavi (Contractor) 
Sent: Wednesday, April 1, 2026 1:23 PM
To: Horansky, Ben <Benjamin.Horansky@pfizer.com>
Cc: Guild, Leela LB <Leela.Guild@pfizer.com>; Espinosa, Mely <Melinda.Espinosa@pfizer.com>; Shaji, Genuine <Genuine.Shaji@pfizer.com>; Arora,Aradhana (Contractor) <Aradhana.Arora@pfizer.com>; SK, Ramya (Contractor) <Ramya.SK@pfizer.com>; Kumar Paramasivam, Manoj (Contractor) <Manoj.KumarParamasivam@pfizer.com>; Gundanna, Punya (Contractor) <Punya.Gundanna@pfizer.com>; Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>; Polisetty, Anuradha (Contractor) <Anuradha.Polisetty@pfizer.com>; Sathish Kumar, Arju",,,App_001,User_005
Population Insight,Not Attempted,,CR2294003,,,,STANDARD,,MALLIA04,Population Insights | Spring Enhancements,,RFC is created to deploy the  Spring Enhancements with respect to Population Insight Application,,Open,App_002,User_006
Population Insight,Not Attempted,,CR2294003,,,,STANDARD,,MALLIA04,Population Insights | Spring Enhancements,,Updated RFC End Date,,INFO UPDATE,App_002,User_006
Population Insight,Not Attempted,,CR2294003,,,,STANDARD,,MALLIA04,Population Insights | Spring Enhancements,,"""RFC Plan"" to ""RFC PIR/A""",,Phase Change,App_002,User_006
Population Insight,Not Attempted,,CR2294003,,,,STANDARD,,MALLIA04,Population Insights | Spring Enhancements,,The RFC needs to be cancelled and a new RFC for Single Implementation needs to be created,,CANCELLED,App_002,User_006
Population Insight,Not Attempted,,CR2294003,,,,STANDARD,,MALLIA04,Population Insights | Spring Enhancements,,"""RFC PIR/A"" to ""Closed""",,Phase Change,App_002,User_006
Patient Insights,,,RITM0210546,2026-02-11 0:55,,2026-02-24 8:40,4 - Low,,DURGAA02,Patient insights | Oncology Security Group addition,,"2026-02-24 08:07:06 - Akhil Durgam (Work notes)
From: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com> 
Sent: Tuesday, February 24, 2026 6:34 PM
To: Kanagala, Deep <Deepanvith.Kanagala@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>
Subject: RE: Patient Insights | RITM0210546 | OPSA Dashboard Access Verification

Hi @Kanagala, Deep 
 
Good day!
 
This is a gentle follow up regarding the access provided to you for the OPSA Dashboard under ticket RITM0210546
 
Kindly validate your access using the below link –
 
PROD: OPSA Field Reimbursement Analytics: Views - Tableau Server
 
If everything looks fine, please let us know, so we can proceed with the ticket closure.
 
At your disposal if you have any questions or need any assistance.
 
Thanks,
Akhil


2026-02-23 01:44:09 - Akhil Durgam (Work notes)
From: Durgam, Akhil (Contractor) 
Sent: Monday, February 23, 2026 12:14 PM
To: Kanagala, Deep <Deepanvith.Kanagala@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>
Subject: RE: Patient Insights | RITM0210546 | OPSA Dashboard Access Verification

Hi @Kanagala, Deep
 
Good day!
 
This is a gentle follow up regarding the access provided to you for the OPSA Dashboard under ticket RITM0210546
 
Kindly validate your access using the below link –
 
PROD: OPSA Field Reimbursement Analytics: Views - Tableau Server
 
If everything looks fine, please let us know, so we can proceed with the ticket closure.
 
At your disposal if you have any questions or need any assistance.
 
Thanks,
Akhil


2026-02-18 01:09:11 - Akhil Durgam (Work notes)
Access verification pending. Reached out to user for access verification.

From: Durgam, Akhil (Contractor) 
Sent: Tuesday, February 17, 2026 9:21 PM
To: Kanagala, Deep <Deepanvith.Kanagala@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>
Subject:",,,App_001,User_002
Patient Insights,Solution provided,"From: Anand, Ashish (Non-Employee) <Ashish.Anand@pfizer.com> 
Sent: Friday, January 16, 2026 10:29 AM
To: Wang, Eric <Eric.Wang2@pfizer.com>; Ingalalli, Anupama mallikarjun (Non-Employee) <Anupama.MallikarjunIngalalli@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Re: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742

Hi Eric,

As informed earlier, the below issue has been resolved. We have monitored the dashboard over the last couple of days and things look good.

We will be proceeding with the closure of the incident. In case of any further concerns, kindly let me know in case of any concerns.

Regards,
Ashish
",INC02712742,2026-01-06 13:32,2026-01-08 19:13,2026-01-23 0:07,2 - High,,ANANDA40,Issue with SPP Internal Dashboard - 2025 missing data,1 Day 19 Hours,"2026-01-13 07:07:35 - Ashish Anand (Additional comments)
Issue resolved.

2026-01-13 07:07:09 - Ashish Anand (Additional comments)
Awaiting requestor confirmation, will be closed by 1/14. Issue resolved

2026-01-13 07:07:09 - Ashish Anand (Work notes)
Awaiting requestor confirmation, will be closed by 1/14. Issue resolved

2026-01-12 06:55:55 - Ashish Anand (Work notes)
From: Anand, Ashish (Non-Employee) <Ashish.Anand@pfizer.com>
Sent: Monday, January 12, 2026 5:24 PM
To: Ingalalli, Anupama mallikarjun (Non-Employee) <Anupama.MallikarjunIngalalli@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Re: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742
 
Hi Eric,

Good Day!

We have done a quick check of SPP internal dashboard post the master load run today and it looks good. Data is available, snippet below for your reference.

 

Kindly let me know in case of any concerns/queries.

Regards,
Ashish
________________________________________

2026-01-10 07:31:33 - Ashish Anand (Work notes)
Issue has been resolved, data is available for 2025 on quarterly, monthly and weekly basis.

2026-01-08 08:43:40 - Ashish Anand (Work notes)
INC02784755 has been created with CDW team for there intervention.

2026-01-08 08:41:07 - Ashish Anand (Work notes)
From: Anand, Ashish <Ashish.Anand@pfizer.com>
Sent: Thursday, January 8, 2026 6:56 PM
To: Wang, Eric <Eric.Wang2@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742
 
Hi Eric,

Good Day!

We have completed the initial analysis for the below issue today.

Upon review, we see that the time buckets for the year 2025 are missing entirely. Additionally, the time bucket for quarter 4 of 2025 is incorrect. Both the issues are from the ",,,App_001,User_007
Patient Insights,Solution provided,"From: Anand, Ashish (Non-Employee) <Ashish.Anand@pfizer.com> 
Sent: Friday, January 16, 2026 10:29 AM
To: Wang, Eric <Eric.Wang2@pfizer.com>; Ingalalli, Anupama mallikarjun (Non-Employee) <Anupama.MallikarjunIngalalli@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Re: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742

Hi Eric,

As informed earlier, the below issue has been resolved. We have monitored the dashboard over the last couple of days and things look good.

We will be proceeding with the closure of the incident. In case of any further concerns, kindly let me know in case of any concerns.

Regards,
Ashish
",INC02712742,2026-01-06 13:32,2026-01-13 17:36,2026-01-23 0:07,2 - High,,ANANDA40,Issue with SPP Internal Dashboard - 2025 missing data,4 Days 22 Hours 22 Minutes,"2026-01-13 07:07:35 - Ashish Anand (Additional comments)
Issue resolved.

2026-01-13 07:07:09 - Ashish Anand (Additional comments)
Awaiting requestor confirmation, will be closed by 1/14. Issue resolved

2026-01-13 07:07:09 - Ashish Anand (Work notes)
Awaiting requestor confirmation, will be closed by 1/14. Issue resolved

2026-01-12 06:55:55 - Ashish Anand (Work notes)
From: Anand, Ashish (Non-Employee) <Ashish.Anand@pfizer.com>
Sent: Monday, January 12, 2026 5:24 PM
To: Ingalalli, Anupama mallikarjun (Non-Employee) <Anupama.MallikarjunIngalalli@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Re: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742
 
Hi Eric,

Good Day!

We have done a quick check of SPP internal dashboard post the master load run today and it looks good. Data is available, snippet below for your reference.

 

Kindly let me know in case of any concerns/queries.

Regards,
Ashish
________________________________________

2026-01-10 07:31:33 - Ashish Anand (Work notes)
Issue has been resolved, data is available for 2025 on quarterly, monthly and weekly basis.

2026-01-08 08:43:40 - Ashish Anand (Work notes)
INC02784755 has been created with CDW team for there intervention.

2026-01-08 08:41:07 - Ashish Anand (Work notes)
From: Anand, Ashish <Ashish.Anand@pfizer.com>
Sent: Thursday, January 8, 2026 6:56 PM
To: Wang, Eric <Eric.Wang2@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742
 
Hi Eric,

Good Day!

We have completed the initial analysis for the below issue today.

Upon review, we see that the time buckets for the year 2025 are missing entirely. Additionally, the time bucket for quarter 4 of 2025 is incorrect. Both the issues are from the ",,,App_001,User_007
Patient Insights,Solution provided,"From: Anand, Ashish (Non-Employee) <Ashish.Anand@pfizer.com> 
Sent: Friday, January 16, 2026 10:29 AM
To: Wang, Eric <Eric.Wang2@pfizer.com>; Ingalalli, Anupama mallikarjun (Non-Employee) <Anupama.MallikarjunIngalalli@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Re: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742

Hi Eric,

As informed earlier, the below issue has been resolved. We have monitored the dashboard over the last couple of days and things look good.

We will be proceeding with the closure of the incident. In case of any further concerns, kindly let me know in case of any concerns.

Regards,
Ashish
",INC02712742,2026-01-06 13:32,2026-01-13 17:37,2026-01-23 0:07,2 - High,,ANANDA40,Issue with SPP Internal Dashboard - 2025 missing data,48 Seconds,"2026-01-13 07:07:35 - Ashish Anand (Additional comments)
Issue resolved.

2026-01-13 07:07:09 - Ashish Anand (Additional comments)
Awaiting requestor confirmation, will be closed by 1/14. Issue resolved

2026-01-13 07:07:09 - Ashish Anand (Work notes)
Awaiting requestor confirmation, will be closed by 1/14. Issue resolved

2026-01-12 06:55:55 - Ashish Anand (Work notes)
From: Anand, Ashish (Non-Employee) <Ashish.Anand@pfizer.com>
Sent: Monday, January 12, 2026 5:24 PM
To: Ingalalli, Anupama mallikarjun (Non-Employee) <Anupama.MallikarjunIngalalli@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Re: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742
 
Hi Eric,

Good Day!

We have done a quick check of SPP internal dashboard post the master load run today and it looks good. Data is available, snippet below for your reference.

 

Kindly let me know in case of any concerns/queries.

Regards,
Ashish
________________________________________

2026-01-10 07:31:33 - Ashish Anand (Work notes)
Issue has been resolved, data is available for 2025 on quarterly, monthly and weekly basis.

2026-01-08 08:43:40 - Ashish Anand (Work notes)
INC02784755 has been created with CDW team for there intervention.

2026-01-08 08:41:07 - Ashish Anand (Work notes)
From: Anand, Ashish <Ashish.Anand@pfizer.com>
Sent: Thursday, January 8, 2026 6:56 PM
To: Wang, Eric <Eric.Wang2@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742
 
Hi Eric,

Good Day!

We have completed the initial analysis for the below issue today.

Upon review, we see that the time buckets for the year 2025 are missing entirely. Additionally, the time bucket for quarter 4 of 2025 is incorrect. Both the issues are from the ",,,App_001,User_007
Patient Insights,Solution provided,"From: Anand, Ashish (Non-Employee) <Ashish.Anand@pfizer.com> 
Sent: Friday, January 16, 2026 10:29 AM
To: Wang, Eric <Eric.Wang2@pfizer.com>; Ingalalli, Anupama mallikarjun (Non-Employee) <Anupama.MallikarjunIngalalli@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Re: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742

Hi Eric,

As informed earlier, the below issue has been resolved. We have monitored the dashboard over the last couple of days and things look good.

We will be proceeding with the closure of the incident. In case of any further concerns, kindly let me know in case of any concerns.

Regards,
Ashish
",INC02712742,2026-01-06 13:32,2026-01-16 11:30,2026-01-23 0:07,2 - High,,ANANDA40,Issue with SPP Internal Dashboard - 2025 missing data,2 Days 16 Hours 52 Minutes,"2026-01-13 07:07:35 - Ashish Anand (Additional comments)
Issue resolved.

2026-01-13 07:07:09 - Ashish Anand (Additional comments)
Awaiting requestor confirmation, will be closed by 1/14. Issue resolved

2026-01-13 07:07:09 - Ashish Anand (Work notes)
Awaiting requestor confirmation, will be closed by 1/14. Issue resolved

2026-01-12 06:55:55 - Ashish Anand (Work notes)
From: Anand, Ashish (Non-Employee) <Ashish.Anand@pfizer.com>
Sent: Monday, January 12, 2026 5:24 PM
To: Ingalalli, Anupama mallikarjun (Non-Employee) <Anupama.MallikarjunIngalalli@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Re: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742
 
Hi Eric,

Good Day!

We have done a quick check of SPP internal dashboard post the master load run today and it looks good. Data is available, snippet below for your reference.

 

Kindly let me know in case of any concerns/queries.

Regards,
Ashish
________________________________________

2026-01-10 07:31:33 - Ashish Anand (Work notes)
Issue has been resolved, data is available for 2025 on quarterly, monthly and weekly basis.

2026-01-08 08:43:40 - Ashish Anand (Work notes)
INC02784755 has been created with CDW team for there intervention.

2026-01-08 08:41:07 - Ashish Anand (Work notes)
From: Anand, Ashish <Ashish.Anand@pfizer.com>
Sent: Thursday, January 8, 2026 6:56 PM
To: Wang, Eric <Eric.Wang2@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742
 
Hi Eric,

Good Day!

We have completed the initial analysis for the below issue today.

Upon review, we see that the time buckets for the year 2025 are missing entirely. Additionally, the time bucket for quarter 4 of 2025 is incorrect. Both the issues are from the ",,,App_001,User_007
Patient Insights,Solution provided,"From: Anand, Ashish (Non-Employee) <Ashish.Anand@pfizer.com> 
Sent: Friday, January 16, 2026 10:29 AM
To: Wang, Eric <Eric.Wang2@pfizer.com>; Ingalalli, Anupama mallikarjun (Non-Employee) <Anupama.MallikarjunIngalalli@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Re: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742

Hi Eric,

As informed earlier, the below issue has been resolved. We have monitored the dashboard over the last couple of days and things look good.

We will be proceeding with the closure of the incident. In case of any further concerns, kindly let me know in case of any concerns.

Regards,
Ashish
",INC02712742,2026-01-06 13:32,,2026-01-23 0:07,2 - High,,ANANDA40,Issue with SPP Internal Dashboard - 2025 missing data,,"2026-01-13 07:07:35 - Ashish Anand (Additional comments)
Issue resolved.

2026-01-13 07:07:09 - Ashish Anand (Additional comments)
Awaiting requestor confirmation, will be closed by 1/14. Issue resolved

2026-01-13 07:07:09 - Ashish Anand (Work notes)
Awaiting requestor confirmation, will be closed by 1/14. Issue resolved

2026-01-12 06:55:55 - Ashish Anand (Work notes)
From: Anand, Ashish (Non-Employee) <Ashish.Anand@pfizer.com>
Sent: Monday, January 12, 2026 5:24 PM
To: Ingalalli, Anupama mallikarjun (Non-Employee) <Anupama.MallikarjunIngalalli@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Re: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742
 
Hi Eric,

Good Day!

We have done a quick check of SPP internal dashboard post the master load run today and it looks good. Data is available, snippet below for your reference.

 

Kindly let me know in case of any concerns/queries.

Regards,
Ashish
________________________________________

2026-01-10 07:31:33 - Ashish Anand (Work notes)
Issue has been resolved, data is available for 2025 on quarterly, monthly and weekly basis.

2026-01-08 08:43:40 - Ashish Anand (Work notes)
INC02784755 has been created with CDW team for there intervention.

2026-01-08 08:41:07 - Ashish Anand (Work notes)
From: Anand, Ashish <Ashish.Anand@pfizer.com>
Sent: Thursday, January 8, 2026 6:56 PM
To: Wang, Eric <Eric.Wang2@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>
Subject: Patient Insights | Issue with SPP Internal Dashboard: High Priority | INC02712742
 
Hi Eric,

Good Day!

We have completed the initial analysis for the below issue today.

Upon review, we see that the time buckets for the year 2025 are missing entirely. Additionally, the time bucket for quarter 4 of 2025 is incorrect. Both the issues are from the ",,,App_001,User_007
Patient Insights,Workaround applied,"PROBLEM: User unable to see WALGREENS account in SPP Internal dashboard
RCA: The issue seems to be a glitch
SOLUTION STEPS:
We have simulated user access in tableau desktop, user has access to mentioned account
Reached out to user to check again. User confirmed the access hence proceeding with the closure.",INC03003312,2026-01-15 11:33,2026-01-16 19:19,2026-01-23 9:11,4 - Low,MADE,BABUS32,Patient Insights - SPP Internal Dashboard - Missing Walgreens,2 Hours 45 Minutes,"2026-01-16 08:47:42 - Shridi Babu (Work notes)
From: Wang, Eric <Eric.Wang2@pfizer.com> 
Sent: Friday, January 16, 2026 7:07 PM
To: Babu, Shridi (Non-Employee) <Shridi.Babu@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | INC03003312 | Passport SPP Internal Dashboard - Missing Walgreens

Hi, Shridi.  I see it now.  Thank you.  Please close the ticket.

Regards, 

Eric Wang  


2026-01-16 06:03:55 - Shridi Babu (Additional comments)
Reached out to requestor through email to verify of the issue still exists for him. Waiting for his feedback.

2026-01-16 06:02:32 - Shridi Babu (Work notes)
From: Babu, Shridi (Non-Employee) <Shridi.Babu@pfizer.com> 
Sent: Friday, January 16, 2026 4:31 PM
To: Wang, Eric <Eric.Wang2@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | INC03003312 | Passport SPP Internal Dashboard - Missing Walgreens

Hi @Wang, Eric,

As part of INC03003312, when we tried simulating your access, we could see that you have access to Walgreens account in Passport SPP Internal dashboard.

 

From the screenshot that you have provided, we understood that you are not able to see the accounts after SENDERRA (SONEXUS,TEXAS and WALGREENS are missing in the screenshot, hence we suspect that to be a glitch).

 

Could you please try accessing WALGREENS account once again and let us know if you still face any issues.


Thanks,
Shridi


2026-01-15 23:41:50 - Shridi Babu (Work notes)
Updated Assignee details

2026-01-15 11:34:50 - SN_INT0130_SCAUTO_ATR_PROD  (Work notes)
Update execution status for automation job id :6644ab20e245977440f57905 - status : Finished


2026-01-15 11:34:45 - SN_INT0130_SCAUTO_ATR_PROD  (Work notes)
Assignee got updated


2026-01-15 11:34:41 - SN_INT0130_SCAUTO_ATR_PROD  (Work notes)
Automation triggered job id :6644ab20e245977440f57905


2026-01-15 11:33:30 - SN_INT0160_SCAUTO_PORTAL_PROD  (Work notes)
PASSPORT SPP Internal ",,,App_001,User_001
